Timestamp,Player IGN,CM Group,Kitasan Black LB in Account (Non-borrow),Super Creek LB in Account (Non-borrow),Select a round to fill data,R1D1 - Uma 1,R1D1 - Uma 1 Role,R1D1 - Uma 1 Running Style,R1D1 - Uma 2,R1D1 - Uma 2 Role,R1D1 - Uma 2 Running Style,R1D1 - Uma 3,R1D1 - Uma 3 Role,R1D1 - Uma 3 Running Style,R1D1 - No. of wins,R1D1 - No. of races played,R1D2 - Uma 1,R1D2 - Uma 1 Role,R1D2 - Uma 1 Running Style,R1D2 - Uma 2,R1D2 - Uma 2 Role,R1D2 - Uma 2 Running Style,R1D2 - Uma 3,R1D2 - Uma 3 Role,R1D2 - Uma 3 Running Style,R1D2 - No. of wins,R1D2 - No. of races played,Round 2 Group,R2D1 - Uma 1,R2D1 - Uma 1 Role,R2D1 - Uma 1 Running Style,R2D1 - Uma 2,R2D1 - Uma 2 Role,R2D1 - Uma 2 Running Style,R2D1 - Uma 3,R2D1 - Uma 3 Role,R2D1 - Uma 3 Running Style,R2D1 - No. of wins,R2D1 - No. of races played,R2D2 - Uma 1,R2D2 - Uma 1 Role,R2D2 - Uma 1 Running Style,R2D2 - Uma 2,R2D2 - Uma 2 Role,R2D2 - Uma 2 Running Style,R2D2 - Uma 3,R2D2 - Uma 3 Role,R2D2 - Uma 3 Running Style,R2D2 - No. of wins,R2D2 - No. of races played,Finals Group,FINALS - Uma 1,FINALS - Uma 1 Role,FINALS - Uma 1 Running Style,FINALS - Uma 2,FINALS - Uma 2 Role,FINALS - Uma 2 Running Style,FINALS - Uma 3,FINALS - Uma 3 Role,FINALS - Uma 3 Running Style,FINALS RESULTS,How much have you spent on the game so far? (EUR/USD),R1D1 - Uma 1 Role (Norm),R1D1 - Uma 2 Role (Norm),R1D1 - Uma 3 Role (Norm),R1D2 - Uma 1 Role (Norm),R1D2 - Uma 2 Role (Norm),R1D2 - Uma 3 Role (Norm),R2D1 - Uma 1 Role (Norm),R2D1 - Uma 2 Role (Norm),R2D1 - Uma 3 Role (Norm),R2D2 - Uma 1 Role (Norm),R2D2 - Uma 2 Role (Norm),R2D2 - Uma 3 Role (Norm),FINALS - Uma 1 Role (Norm),FINALS - Uma 2 Role (Norm),FINALS - Uma 3 Role (Norm),R1D1 - Uma 1 Running Style (Norm),R1D1 - Uma 2 Running Style (Norm),R1D1 - Uma 3 Running Style (Norm),R1D2 - Uma 1 Running Style (Norm),R1D2 - Uma 2 Running Style (Norm),R1D2 - Uma 3 Running Style (Norm),R2D1 - Uma 1 Running Style (Norm),R2D1 - Uma 2 Running Style (Norm),R2D1 - Uma 3 Running Style (Norm),R2D2 - Uma 1 Running Style (Norm),R2D2 - Uma 2 Running Style (Norm),R2D2 - Uma 3 Running Style (Norm),FINALS - Uma 1 Running Style (Norm),FINALS - Uma 2 Running Style (Norm),FINALS - Uma 3 Running Style (Norm)
2025-11-09 16:22:13.681,Onenn,Graded (No Limit),MLB,2LB,End Survey,Tokai Teio,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Nice Nature,Debuffer,Late Surger,13.0,20.0,Tokai Teio,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Nice Nature,Debuffer,Late Surger,15.0,20.0,A,Tokai Teio,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Nice Nature,Debuffer,Late Surger,14.0,20.0,Tokai Teio,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Nice Nature,Debuffer,Late Surger,12.0,20.0,A,Tokai Teio,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Nice Nature,Debuffer,Late Surger,3RD,$1-$100,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger
2025-11-09 16:26:59.536,Darx,Graded (No Limit),3LB,2LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,1ST,$1-$100,,,,,,,,,,,,,Ace,Ace,Debuffer,,,,,,,,,,,,,End Closer,Front Runner,Late Surger
2025-11-09 16:27:21.262,Crow,Graded (No Limit),1LB,2LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,Mejiro McQueen,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Mejiro Ryan,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Nice Nature,Debuffer,Late Surger,1ST,F2P,,,,,,,,,,,,,Ace,Ace,Debuffer,,,,,,,,,,,,,Pace Chaser,Late Surger,Late Surger
2025-11-09 16:32:08.194,LegonomiJockey,Graded (No Limit),1LB,3LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokai Teio,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,Mayano Top Gun (Wedding),Debuffer,Late Surger,6.0,20.0,A,Tokai Teio,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,Mayano Top Gun (Wedding),Debuffer,Late Surger,2ND,F2P,,,,,,,,,,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,,,,,,,,,,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger
2025-11-09 16:34:25.389,ygtrd,Graded (No Limit),1LB,1LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Meisho Doto,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,7.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Meisho Doto,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,2ND,$101-$500,,,,,,,,,,Ace,Ace,Ace,Ace,Ace,Ace,,,,,,,,,,End Closer,Pace Chaser,Pace Chaser,Pace Chaser,End Closer,Pace Chaser
2025-11-09 16:42:54.227,Hyian Clone,Graded (No Limit),MLB,3LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,$101-$500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 16:56:21.402,Penrost,Graded (No Limit),1LB,,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Symboli Rudolf,Hybrid,Late Surger,11.0,20.0,A,Maruzensky (Summer),Aoharu Made Ace,Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Symboli Rudolf,Hybrid,Late Surger,2ND,$1-$100,,,,,,,,,,Ace,Ace,Debuffer,Ace,Ace,Debuffer,,,,,,,,,,Front Runner,Front Runner,Late Surger,Front Runner,Front Runner,Late Surger
2025-11-09 17:10:03.670,NocSal,Graded (No Limit),,3LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Symboli Rudolf,Hybrid,Late Surger,Agnes Tachyon,Debuffer,Late Surger,14.0,20.0,A,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Symboli Rudolf,Hybrid,Late Surger,Agnes Tachyon,Debuffer,Late Surger,3RD,$1-$100,,,,,,,,,,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,,,,,,,,,,End Closer,Late Surger,Late Surger,End Closer,Late Surger,Late Surger
2025-11-09 17:24:09.377,Kei,Open (B And Below),0LB,,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Special Week,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Nice Nature,Debuffer,Late Surger,2ND,F2P,,,,,,,,,,,,,Ace,Ace,Debuffer,,,,,,,,,,,,,Pace Chaser,End Closer,Late Surger
2025-11-09 17:28:44.892,UsatoAsashi,Graded (No Limit),0LB,0LB,End Survey,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Vodka,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,3.0,15.0,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Vodka,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,5.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,B,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Vodka,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,1ST,F2P,Ace,Ace,Ace,Ace,Ace,Ace,,,,,,,Ace,Ace,Ace,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger,,,,,,,Pace Chaser,Late Surger,Late Surger
2025-11-09 17:30:38.184,ChoxPotato,Graded (No Limit),,MLB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,F2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 17:31:00.376,Marble,Graded (No Limit),0LB,0LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Tokai Teio (Anime Collab),"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Mayano Top Gun (Wedding),Hybrid,End Closer,Nice Nature,Debuffer,Late Surger,1ST,$1-$100,,,,,,,,,,,,,Ace,Debuffer,Debuffer,,,,,,,,,,,,,Pace Chaser,End Closer,Late Surger
2025-11-09 17:31:30.107,Mikan,Graded (No Limit),0LB,,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Mayano Top Gun (Wedding),"Ace (Winner, Tanks, Recycled Aces)",End Closer,1ST,F2P,,,,,,,,,,,,,Ace,Ace,Ace,,,,,,,,,,,,,Pace Chaser,Front Runner,End Closer
2025-11-09 17:31:40.795,yuu,Graded (No Limit),3LB,,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,King Halo,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Gold Ship,Aoharu Made Ace,End Closer,Mayano Top Gun (Wedding),Hybrid,End Closer,1ST,F2P,,,,,,,,,,,,,Ace,Ace,Debuffer,,,,,,,,,,,,,Front Runner,End Closer,End Closer
2025-11-09 17:49:50.989,Alsalle,Graded (No Limit),0LB,0LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,8.0,20.0,B,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,1ST,F2P,,,,,,,,,,Ace,Ace,Debuffer,Ace,Ace,Debuffer,,,,,,,,,,Front Runner,Pace Chaser,Late Surger,Front Runner,Pace Chaser,Late Surger
2025-11-09 17:53:19.279,Chaddington,Graded (No Limit),0LB,0LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Oguri Cap,Aoharu Made Ace,Pace Chaser,Grass Wonder,Debuffer,Late Surger,Nice Nature,Debuffer,Late Surger,1ST,$1-$100,,,,,,,,,,,,,Ace,Debuffer,Debuffer,,,,,,,,,,,,,Pace Chaser,Late Surger,Late Surger
2025-11-09 17:53:22.981,Gabi,Graded (No Limit),3LB,MLB,End Survey,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,Late Surger,18.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,Late Surger,17.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,Late Surger,18.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,Late Surger,14.0,20.0,A,Maruzensky (Summer),Aoharu Made Ace,Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,Late Surger,1ST,F2P,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Front Runner,Pace Chaser,Late Surger,Front Runner,Pace Chaser,Late Surger,Front Runner,Pace Chaser,Late Surger,Front Runner,Pace Chaser,Late Surger,Front Runner,Pace Chaser,Late Surger
2025-11-09 17:54:33.794,Akidesu,Graded (No Limit),,3LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Maruzensky (Summer),Aoharu Made Ace,Front Runner,Oguri Cap,Aoharu Made Ace,Pace Chaser,Nice Nature,Debuffer,Late Surger,2ND,F2P,,,,,,,,,,,,,Ace,Ace,Debuffer,,,,,,,,,,,,,Front Runner,Pace Chaser,Late Surger
2025-11-09 17:56:11.361,natrachor,Graded (No Limit),1LB,MLB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokai Teio,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Narita Brian,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,TM Opera O,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,7.0,20.0,A,Tokai Teio,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Narita Brian,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,TM Opera O,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,2ND,$1000++,,,,,,,,,,Ace,Ace,Ace,Ace,Ace,Ace,,,,,,,,,,Pace Chaser,Pace Chaser,Pace Chaser,Pace Chaser,Pace Chaser,Pace Chaser
2025-11-09 18:07:01.985,Mth,Graded (No Limit),3LB,3LB,End Survey,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Meisho Doto,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,18.0,20.0,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Meisho Doto,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,19.0,20.0,A,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Meisho Doto,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,11.0,20.0,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Meisho Doto,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,11.0,20.0,A,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Meisho Doto,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,1ST,$1-$100,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Pace Chaser,Pace Chaser,End Closer,Pace Chaser,Pace Chaser,End Closer,Pace Chaser,Pace Chaser,End Closer,Pace Chaser,Pace Chaser,End Closer,Pace Chaser,Pace Chaser,End Closer
2025-11-09 18:10:42.882,Windia,Graded (No Limit),3LB,1LB,End Survey,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Symboli Rudolf,Hybrid,Late Surger,Nice Nature,Debuffer,Late Surger,15.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Symboli Rudolf,Hybrid,Late Surger,Nice Nature,Debuffer,Late Surger,11.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Symboli Rudolf,Hybrid,Late Surger,Nice Nature,Debuffer,Late Surger,9.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Symboli Rudolf,Hybrid,Late Surger,Nice Nature,Debuffer,Late Surger,8.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Symboli Rudolf,Hybrid,Late Surger,Nice Nature,Debuffer,Late Surger,2ND,F2P,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger
2025-11-09 18:22:57.154,QuantumS,Graded (No Limit),MLB,MLB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Mayano Top Gun (Wedding),Hybrid,End Closer,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,3RD,$101-$500,,,,,,,,,,,,,Ace,Debuffer,Ace,,,,,,,,,,,,,Pace Chaser,End Closer,End Closer
2025-11-09 18:25:43.731,Yeoman,Graded (No Limit),2LB,1LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Special Week (Summer),"Ace (Winner, Tanks, Recycled Aces)",End Closer,15.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Special Week (Summer),Aoharu Made Ace,Late Surger,1ST,$1-$100,,,,,,,,,,Ace,Ace,Ace,Ace,Ace,Ace,,,,,,,,,,Front Runner,End Closer,End Closer,Front Runner,End Closer,Late Surger
2025-11-09 18:38:22.203,Tony,Graded (No Limit),,1LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,F2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 18:51:13.497,Luka,Graded (No Limit),,1LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,Rice Shower,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Symboli Rudolf,Hybrid,Late Surger,Agnes Tachyon,Hybrid,Late Surger,2ND,F2P,,,,,,,,,,,,,Ace,Debuffer,Debuffer,,,,,,,,,,,,,Pace Chaser,Late Surger,Late Surger
2025-11-09 18:57:17.151,Fran,Graded (No Limit),2LB,0LB,End Survey,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,16.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,12.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,5.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,6.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Gold Ship,Aoharu Made Ace,End Closer,1ST,$1-$100,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Ace,Front Runner,Front Runner,Late Surger,Front Runner,Front Runner,Late Surger,Front Runner,Front Runner,Late Surger,Front Runner,Front Runner,Late Surger,Front Runner,Front Runner,End Closer
2025-11-09 18:58:51.138,caps,Graded (No Limit),3LB,0LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,Maruzensky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Tokai Teio,Troll Pick / Lazy,Pace Chaser,1ST,F2P,,,,,,,,,,,,,Ace,Ace,Other,,,,,,,,,,,,,Front Runner,Pace Chaser,Pace Chaser
2025-11-09 18:59:41.681,Jeso,Graded (No Limit),2LB,2LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Oguri Cap,Aoharu Made Ace,Pace Chaser,Agnes Tachyon,Debuffer,Late Surger,Grass Wonder,Debuffer,Late Surger,1ST,$1-$100,,,,,,,,,,,,,Ace,Debuffer,Debuffer,,,,,,,,,,,,,Pace Chaser,Late Surger,Late Surger
2025-11-09 19:03:48.643,Essential Oils,Graded (No Limit),,0LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Oguri Cap,Aoharu Made Ace,Pace Chaser,Grass Wonder,Debuffer,Late Surger,Agnes Tachyon,Debuffer,Front Runner,3RD,$501-$1000,,,,,,,,,,,,,Ace,Debuffer,Debuffer,,,,,,,,,,,,,Pace Chaser,Late Surger,Front Runner
2025-11-09 19:13:57.716,Vic,Graded (No Limit),3LB,0LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,Sacrifice,Front Runner,Nice Nature,Debuffer,Late Surger,1ST,$1-$100,,,,,,,,,,,,,Ace,Other,Debuffer,,,,,,,,,,,,,Front Runner,Front Runner,Late Surger
2025-11-09 19:28:01.363,DeRuyter,Graded (No Limit),2LB,1LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,2ND,$1-$100,,,,,,,,,,,,,Ace,Ace,Ace,,,,,,,,,,,,,Front Runner,Front Runner,Late Surger
2025-11-09 19:35:15.551,donrip,Graded (No Limit),MLB,0LB,End Survey,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Symboli Rudolf,Debuffer,Late Surger,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,1ST,$1-$100,Ace,Debuffer,Ace,,,,,,,,,,Ace,Debuffer,Ace,Pace Chaser,Late Surger,End Closer,,,,,,,,,,Pace Chaser,Late Surger,End Closer
2025-11-09 20:02:24.116,Sosios,Graded (No Limit),1LB,,End Survey,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,Late Surger,Nice Nature,Debuffer,Late Surger,8.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,Late Surger,Nice Nature,Debuffer,Late Surger,8.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,Late Surger,Nice Nature,Debuffer,Late Surger,2.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,Late Surger,Nice Nature,Debuffer,Late Surger,6.0,20.0,B,Oguri Cap,Aoharu Made Ace,Pace Chaser,Grass Wonder,Debuffer,Late Surger,Nice Nature,Debuffer,Late Surger,1ST,F2P,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger
2025-11-09 20:03:25.166,NerdzRulez,Graded (No Limit),1LB,1LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,$101-$500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:07:32.265,KZ,Graded (No Limit),1LB,0LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,2ND,F2P,,,,,,,,,,,,,Ace,Ace,Debuffer,,,,,,,,,,,,,Front Runner,Pace Chaser,Late Surger
2025-11-09 20:12:11.754,lpinch,Graded (No Limit),MLB,MLB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Agnes Tachyon,Hybrid,Late Surger,Symboli Rudolf,Hybrid,End Closer,Narita Taishin,"Ace (Winner, Tanks, Recycled Aces)",End Closer,1ST,$1000++,,,,,,,,,,,,,Debuffer,Debuffer,Ace,,,,,,,,,,,,,Late Surger,End Closer,End Closer
